Overs,Mdns,Runs,Wickets,Economy,Average,SR,Opposition,Ground,Start_Date,Match_Id,Bowler,Player_Id
6,0,27,2,4.5,13.5,18,v India,Dhaka,05-01-2010,ODI # 2938,Thisara Perera,233514
10,0,32,2,3.2,16,30,v Bangladesh,Dhaka,08-01-2010,ODI # 2940,Thisara Perera,233514
5,1,32,1,6.4,32,30,v India,Dhaka,10-01-2010,ODI # 2941,Thisara Perera,233514
8.2,0,49,1,5.88,49,50,v India,Dhaka,13-01-2010,ODI # 2943,Thisara Perera,233514
7,0,35,0,5,0,0,v India,Bulawayo,30-05-2010,ODI # 2983,Thisara Perera,233514
1,0,16,0,16,0,0,v Zimbabwe,Bulawayo,01-06-2010,ODI # 2985,Thisara Perera,233514
4,0,33,1,8.25,33,24,v India,Harare,05-06-2010,ODI # 2988,Thisara Perera,233514
2,0,24,0,12,0,0,v Zimbabwe,Harare,07-06-2010,ODI # 2989,Thisara Perera,233514
7.4,1,28,5,3.65,5.6,9.2,v India,Dambulla,22-08-2010,ODI # 3038,Thisara Perera,233514
9,2,36,3,4,12,18,v India,Dambulla,28-08-2010,ODI # 3040,Thisara Perera,233514
8,0,46,5,5.75,9.2,9.6,v Australia,Melbourne,03-11-2010,ODI # 3065,Thisara Perera,233514
8,0,39,2,4.87,19.5,24,v Australia,Sydney,05-11-2010,ODI # 3066,Thisara Perera,233514
4.4,1,19,0,4.07,0,0,v Australia,Brisbane,07-11-2010,ODI # 3068,Thisara Perera,233514
9,2,36,3,4,12,18,v West Indies,Colombo (SSC),06-02-2011,ODI # 3099,Thisara Perera,233514
7,0,24,3,3.42,8,14,v Canada,Hambantota,20-02-2011,ODI # 3102,Thisara Perera,233514
9,0,62,2,6.88,31,27,v Pakistan,Colombo (RPS),26-02-2011,ODI # 3109,Thisara Perera,233514
6,0,33,1,5.5,33,36,v Zimbabwe,Pallekele,10-03-2011,ODI # 3125,Thisara Perera,233514
9,0,55,1,6.11,55,54,v India,Mumbai,02-04-2011,ODI # 3148,Thisara Perera,233514
6,0,20,1,3.33,20,36,v Scotland,Edinburgh,13-07-2011,ODI # 3172,Thisara Perera,233514
9,1,30,2,3.33,15,27,v Pakistan,Dubai (DSC),14-11-2011,ODI # 3213,Thisara Perera,233514
10,1,45,1,4.5,45,60,v Pakistan,Dubai (DSC),18-11-2011,ODI # 3214,Thisara Perera,233514
10,1,36,1,3.6,36,60,v Pakistan,Sharjah,20-11-2011,ODI # 3215,Thisara Perera,233514
7,1,32,0,4.57,0,0,v Pakistan,Abu Dhabi,23-11-2011,ODI # 3216,Thisara Perera,233514
4,0,34,2,8.5,17,12,v South Africa,Kimberley,20-01-2012,ODI # 3228,Thisara Perera,233514
7,0,64,0,9.14,0,0,v South Africa,Johannesburg,22-01-2012,ODI # 3229,Thisara Perera,233514
5,0,37,1,7.4,37,30,v India,Perth,08-02-2012,ODI # 3233,Thisara Perera,233514
9,0,45,2,5,22.5,27,v India,Adelaide,14-02-2012,ODI # 3239,Thisara Perera,233514
7,1,29,2,4.14,14.5,21,v Australia,Sydney,17-02-2012,ODI # 3241,Thisara Perera,233514
7.1,0,37,4,5.16,9.25,10.7,v India,Brisbane,21-02-2012,ODI # 3246,Thisara Perera,233514
4,0,35,0,8.75,0,0,v Australia,Hobart,24-02-2012,ODI # 3248,Thisara Perera,233514
7,0,59,0,8.42,0,0,v India,Hobart,28-02-2012,ODI # 3251,Thisara Perera,233514
0.5,0,8,0,9.6,0,0,v Australia,Melbourne,02-03-2012,ODI # 3253,Thisara Perera,233514
6.1,0,31,0,5.02,0,0,v Pakistan,Pallekele,07-06-2012,ODI # 3272,Thisara Perera,233514
10,0,44,6,4.4,7.33,10,v Pakistan,Pallekele,09-06-2012,ODI # 3273,Thisara Perera,233514
10,1,42,4,4.2,10.5,15,v Pakistan,Colombo (RPS),16-06-2012,ODI # 3275,Thisara Perera,233514
8,0,54,1,6.75,54,48,v Pakistan,Colombo (RPS),18-06-2012,ODI # 3277,Thisara Perera,233514
10,0,70,3,7,23.33,20,v India,Hambantota,21-07-2012,ODI # 3291,Thisara Perera,233514
8,3,19,3,2.37,6.33,16,v India,Hambantota,24-07-2012,ODI # 3292,Thisara Perera,233514
9,0,57,1,6.33,57,54,v India,Colombo (RPS),28-07-2012,ODI # 3293,Thisara Perera,233514
6,0,51,0,8.5,0,0,v India,Colombo (RPS),31-07-2012,ODI # 3294,Thisara Perera,233514
10,0,53,1,5.3,53,60,v India,Pallekele,04-08-2012,ODI # 3295,Thisara Perera,233514
7,0,52,1,7.42,52,42,v New Zealand,Pallekele,04-11-2012,ODI # 3305,Thisara Perera,233514
4,0,22,0,5.5,0,0,v New Zealand,Pallekele,06-11-2012,ODI # 3306,Thisara Perera,233514
5,0,16,1,3.2,16,30,v New Zealand,Hambantota,10-11-2012,ODI # 3307,Thisara Perera,233514
